year,month,weekday,num_riders,name,id,abbr,gtfs_latitude,gtfs_longitude,address,city,county,state,zipcode
1999,4,Saturday,4441.5,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,4,Sunday,2865.75,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,4,Thursday,10680.0,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,4,Tuesday,11244.25,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,4,Wednesday,11174.25,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,5,Friday,10610.5,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,5,Monday,8380.8,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,5,Saturday,4267.6,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,5,Sunday,2733.8,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,5,Thursday,10804.75,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,5,Tuesday,10869.75,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,5,Wednesday,10998.5,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,6,Friday,11059.75,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,6,Monday,10752.0,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,6,Saturday,4791.75,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,6,Sunday,3192.25,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,6,Thursday,11232.0,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,6,Tuesday,11399.2,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,6,Wednesday,11292.4,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,7,Friday,10980.6,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,7,Monday,9267.25,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,7,Saturday,4005.0,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,7,Sunday,3153.5,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,7,Thursday,11246.6,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,7,Tuesday,11374.25,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,7,Wednesday,11361.75,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,8,Friday,11012.5,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,8,Monday,10901.0,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,8,Saturday,4383.5,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,8,Sunday,3257.0,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,8,Thursday,11327.75,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,8,Tuesday,11374.6,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,8,Wednesday,11536.0,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,9,Friday,11234.75,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,9,Monday,9347.25,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,9,Saturday,4330.0,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,9,Sunday,3257.25,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,9,Thursday,11673.8,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
1999,9,Tuesday,11670.5,Daly City,CN,DALY,37.70612055,-122.4690807,500 John Daly Blvd.,Daly City,sanmateo,CA,94014
